name;short_description;nc_variable_name;alias;column_index;line_index;max_line_index;description;type;unit;default_value;min_value;max_value;access_path;successful_readings;is_in_opc_data
displayAxis;Identifier for geometry/auxiliary axis;"$MC_DISPLAY_AXIS
Bit0-15";;30;"Axis
Axis index";numMachAxes;"Identifier indicating whether the axis is displayed by the HMI as a geometry or auxiliary axis.

Value Range:
0 = Do not display at all
0xFFFF = Always display everything
bit 0 = Display in actual-value window
bit 1 = Display in reference point window
bit 2 = Display in Preset / Basic offset / Scratching
bit 3 = Display in handwheel selection";TYPE_UWORD;No unit;0xFFFF;0.0;0xFFFF;/Channel/GeometricAxis/displayAxis[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/displayAxis[u1, 1]
/Channel/GeometricAxis/displayAxis[u1, 2]
/Channel/GeometricAxis/displayAxis[u1, 3]
/Channel/GeometricAxis/displayAxis[u1, 4]
/Channel/GeometricAxis/displayAxis[u1, 5]
/Channel/GeometricAxis/displayAxis[u1, 6]
/Channel/GeometricAxis/displayAxis[u1, 7]
/Channel/GeometricAxis/displayAxis[u1, 8]
/Channel/GeometricAxis/displayAxis[u1, 9]
/Channel/GeometricAxis/displayAxis[u1, 10]
/Channel/GeometricAxis/displayAxis[u1, 11]
/Channel/GeometricAxis/displayAxis[u1, 12]
/Channel/GeometricAxis/displayAxis[u1, 13]
/Channel/GeometricAxis/displayAxis[u1, 14]
/Channel/GeometricAxis/displayAxis[u1, 15]
/Channel/GeometricAxis/displayAxis[u1, 16]
/Channel/GeometricAxis/displayAxis[u1, 17]
/Channel/GeometricAxis/displayAxis[u1, 18]
/Channel/GeometricAxis/displayAxis[u1, 19]
/Channel/GeometricAxis/displayAxis[u1, 20]";False
diamonInfo;Position as diameter or radius;;;37;Axis index;numMachAxes;"Information whether position values are shown as diameter or radius values.
This information is relevant for the following variables of the blocks SGA/SEGA:

- /C/SGA/cmdToolBasePos
- /C/SGA/toolBaseDistToGo
- /C/SGA/toolBaseREPOS
- cmdToolEdgeCenterPos
- actToolEdgeCenterPos
- toolEdgeCenterDistToGo
- toolEdgeCenterREPOS
- cmdProgPos
- actProgPos
- progDistToGo
- progREPOS
- actToolBasPosEN
- cmdToolEdgeCenterPosEnsS
- /C/SEGA/actToolEdgeCenterPosEns
- actToolBasPosBN
- cmdToolBasPosENS
- actProgPosBKS
- actToolBasePosDiam
- actToolBasePosBasicDiam
- actToolBasPosBNDiam

Value Range:
0: Diameter programming inactive
1: Diameter programming active";TYPE_UWORD;No unit;0;0.0;1;/Channel/GeometricAxis/diamonInfo[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/diamonInfo[u1, 1]
/Channel/GeometricAxis/diamonInfo[u1, 2]
/Channel/GeometricAxis/diamonInfo[u1, 3]
/Channel/GeometricAxis/diamonInfo[u1, 4]
/Channel/GeometricAxis/diamonInfo[u1, 5]
/Channel/GeometricAxis/diamonInfo[u1, 6]
/Channel/GeometricAxis/diamonInfo[u1, 7]
/Channel/GeometricAxis/diamonInfo[u1, 8]
/Channel/GeometricAxis/diamonInfo[u1, 9]
/Channel/GeometricAxis/diamonInfo[u1, 10]
/Channel/GeometricAxis/diamonInfo[u1, 11]
/Channel/GeometricAxis/diamonInfo[u1, 12]
/Channel/GeometricAxis/diamonInfo[u1, 13]
/Channel/GeometricAxis/diamonInfo[u1, 14]
/Channel/GeometricAxis/diamonInfo[u1, 15]
/Channel/GeometricAxis/diamonInfo[u1, 16]
/Channel/GeometricAxis/diamonInfo[u1, 17]
/Channel/GeometricAxis/diamonInfo[u1, 18]
/Channel/GeometricAxis/diamonInfo[u1, 19]
/Channel/GeometricAxis/diamonInfo[u1, 20]";False
cmdToolEdgeCenterPosEns;Programmed SZS position;;;67;"Axis
Axis index";numMachAxes;"Programmed SZS position
in relation to the WOS frame as center-point path, i.e. with tool length 
but without tool radius";TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 1]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 2]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 3]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 4]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 5]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 6]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 7]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 8]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 9]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 10]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 11]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 12]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 13]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 14]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 15]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 16]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 17]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 18]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 19]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEns[u1, 20]";False
cmdToolEdgeCenterPosEnsS;Programmed SZS position for block search;;;26;"Axis
Axis index";numMachAxes;"Programmed SZS position for block search with calculation
in relation to the WOS frame as center-point path, i.e. with tool length 
but without tool radius
Notice! This variable is not available for the variable service,
but only for logging in connection with block search events!";TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 1]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 2]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 3]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 4]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 5]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 6]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 7]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 8]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 9]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 10]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 11]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 12]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 13]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 14]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 15]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 16]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 17]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 18]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 19]
/Channel/GeometricAxis/cmdToolEdgeCenterPosEnsS[u1, 20]";False
cmdFeedRate;Desired value of axis-specific feedrate;;;2;"Axis
Axis Number";numMachAxes;Desired value of axis-specific feedrate for a positioning axis.;TYPE_DOUBLE;Linear or angular velocity, as a function of axis type;;;;/Channel/MachineAxis/cmdFeedRate[u<Channel numb>, <Line Index>];"/Channel/MachineAxis/cmdFeedRate[u1, 1]
/Channel/MachineAxis/cmdFeedRate[u1, 2]
/Channel/MachineAxis/cmdFeedRate[u1, 3]
/Channel/MachineAxis/cmdFeedRate[u1, 4]
/Channel/MachineAxis/cmdFeedRate[u1, 5]
/Channel/MachineAxis/cmdFeedRate[u1, 6]
/Channel/MachineAxis/cmdFeedRate[u1, 7]
/Channel/MachineAxis/cmdFeedRate[u1, 8]
/Channel/MachineAxis/cmdFeedRate[u1, 9]
/Channel/MachineAxis/cmdFeedRate[u1, 10]
/Channel/MachineAxis/cmdFeedRate[u1, 11]
/Channel/MachineAxis/cmdFeedRate[u1, 12]
/Channel/MachineAxis/cmdFeedRate[u1, 13]
/Channel/MachineAxis/cmdFeedRate[u1, 14]
/Channel/MachineAxis/cmdFeedRate[u1, 15]
/Channel/MachineAxis/cmdFeedRate[u1, 16]
/Channel/MachineAxis/cmdFeedRate[u1, 17]
/Channel/MachineAxis/cmdFeedRate[u1, 18]
/Channel/MachineAxis/cmdFeedRate[u1, 19]
/Channel/MachineAxis/cmdFeedRate[u1, 20]";False
axisFeedRateUnit;Unit of axial feedrate;;;12;"Axis
Axis index";numMachAxes;"Unit of axial feedrate

Value Range:
0 = mm/min
1 = inch/min
2 = degree/min";TYPE_UWORD;No unit;;;;/Channel/GeometricAxis/axisFeedRateUnit[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/axisFeedRateUnit[u1, 1]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 2]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 3]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 4]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 5]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 6]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 7]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 8]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 9]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 10]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 11]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 12]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 13]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 14]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 15]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 16]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 17]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 18]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 19]
/Channel/GeometricAxis/axisFeedRateUnit[u1, 20]";False
actFeedRateIpo;/C/SEGA/actFeedRate with revolutional feedrate;;;53;Axis index;numMachAxes;"Corresponds to /C/SEGA/actFeedRate taking into account the 
revolutional feedrate.
For geometry axes the value is reported in the MCS, i.e. related to the geometry axis and not to the machine axis.
Associated unit see: axisFeedRateIpoUnit";TYPE_DOUBLE;Linear or angular velocity, as a function of axis type;;;;/Channel/GeometricAxis/actFeedRateIpo[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actFeedRateIpo[u1, 1]
/Channel/GeometricAxis/actFeedRateIpo[u1, 2]
/Channel/GeometricAxis/actFeedRateIpo[u1, 3]
/Channel/GeometricAxis/actFeedRateIpo[u1, 4]
/Channel/GeometricAxis/actFeedRateIpo[u1, 5]
/Channel/GeometricAxis/actFeedRateIpo[u1, 6]
/Channel/GeometricAxis/actFeedRateIpo[u1, 7]
/Channel/GeometricAxis/actFeedRateIpo[u1, 8]
/Channel/GeometricAxis/actFeedRateIpo[u1, 9]
/Channel/GeometricAxis/actFeedRateIpo[u1, 10]
/Channel/GeometricAxis/actFeedRateIpo[u1, 11]
/Channel/GeometricAxis/actFeedRateIpo[u1, 12]
/Channel/GeometricAxis/actFeedRateIpo[u1, 13]
/Channel/GeometricAxis/actFeedRateIpo[u1, 14]
/Channel/GeometricAxis/actFeedRateIpo[u1, 15]
/Channel/GeometricAxis/actFeedRateIpo[u1, 16]
/Channel/GeometricAxis/actFeedRateIpo[u1, 17]
/Channel/GeometricAxis/actFeedRateIpo[u1, 18]
/Channel/GeometricAxis/actFeedRateIpo[u1, 19]
/Channel/GeometricAxis/actFeedRateIpo[u1, 20]";False
axisActiveInChan;Axis active;;;73;"Axis
Axis Number";numMachAxes;"Flag indicating whether axis is active in this channel

Value Range:
0 = inactive
1 = active";TYPE_UWORD;No unit;;;;/Channel/MachineAxis/axisActiveInChan[u<Channel numb>, <Line Index>];"/Channel/MachineAxis/axisActiveInChan[u1, 1]
/Channel/MachineAxis/axisActiveInChan[u1, 2]
/Channel/MachineAxis/axisActiveInChan[u1, 3]
/Channel/MachineAxis/axisActiveInChan[u1, 4]
/Channel/MachineAxis/axisActiveInChan[u1, 5]
/Channel/MachineAxis/axisActiveInChan[u1, 6]
/Channel/MachineAxis/axisActiveInChan[u1, 7]
/Channel/MachineAxis/axisActiveInChan[u1, 8]
/Channel/MachineAxis/axisActiveInChan[u1, 9]
/Channel/MachineAxis/axisActiveInChan[u1, 10]
/Channel/MachineAxis/axisActiveInChan[u1, 11]
/Channel/MachineAxis/axisActiveInChan[u1, 12]
/Channel/MachineAxis/axisActiveInChan[u1, 13]
/Channel/MachineAxis/axisActiveInChan[u1, 14]
/Channel/MachineAxis/axisActiveInChan[u1, 15]
/Channel/MachineAxis/axisActiveInChan[u1, 16]
/Channel/MachineAxis/axisActiveInChan[u1, 17]
/Channel/MachineAxis/axisActiveInChan[u1, 18]
/Channel/MachineAxis/axisActiveInChan[u1, 19]
/Channel/MachineAxis/axisActiveInChan[u1, 20]";False
actToolEdgeCenterPosEns;Actual position value in relation to WOS frame;;;27;"Axis
Axis index";numMachAxes;Actual position value in relation to the WOS frame as center-point path, i.e. with tool length but without tool radius;TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/actToolEdgeCenterPosEns[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 1]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 2]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 3]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 4]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 5]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 6]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 7]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 8]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 9]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 10]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 11]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 12]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 13]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 14]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 15]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 16]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 17]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 18]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 19]
/Channel/GeometricAxis/actToolEdgeCenterPosEns[u1, 20]";False
actToolBasePosDiam;/C/SGA/actToolBasePos with diameter conv.;;;34;Axis index;numMachAxes;Corresponds to /C/SGA/actToolBasePos with diameter conversion;TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/actToolBasePosDiam[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actToolBasePosDiam[u1, 1]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 2]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 3]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 4]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 5]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 6]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 7]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 8]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 9]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 10]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 11]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 12]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 13]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 14]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 15]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 16]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 17]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 18]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 19]
/Channel/GeometricAxis/actToolBasePosDiam[u1, 20]";False
actToolBasePosBasicDiam;actToolBasePosBasic with diameter conv.;;;35;Axis index;numMachAxes;Corresponds to actToolBasePosBasic with diameter conversion;TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/actToolBasePosBasicDiam[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 1]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 2]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 3]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 4]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 5]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 6]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 7]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 8]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 9]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 10]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 11]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 12]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 13]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 14]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 15]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 16]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 17]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 18]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 19]
/Channel/GeometricAxis/actToolBasePosBasicDiam[u1, 20]";False
actToolBasePosBasic;Base position of the active tool;;;14;"Axis
Axis index";numMachAxes;Base position of the active tool in the base system (inch/metrical);TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);0.0;;;/Channel/GeometricAxis/actToolBasePosBasic[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actToolBasePosBasic[u1, 1]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 2]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 3]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 4]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 5]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 6]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 7]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 8]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 9]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 10]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 11]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 12]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 13]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 14]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 15]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 16]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 17]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 18]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 19]
/Channel/GeometricAxis/actToolBasePosBasic[u1, 20]";False
actToolBasPosENjmp;corresponds to actToolBasPosEN Mode=0;;;42;Axis index;numMachAxes;corresponds to actToolBasPosEN with $DISPLAY_MODE_POSITION=0;TYPE_DOUBLE;Linear or angular position, as a function of axis type (MD: linear/rotary axis);;;;/Channel/GeometricAxis/actToolBasPosENjmp[u<Channel numb>, <Line Index>];"/Channel/GeometricAxis/actToolBasPosENjmp[u1, 1]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 2]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 3]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 4]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 5]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 6]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 7]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 8]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 9]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 10]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 11]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 12]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 13]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 14]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 15]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 16]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 17]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 18]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 19]
/Channel/GeometricAxis/actToolBasPosENjmp[u1, 20]";False
